Name,description,Categories,Images
Montana Wind Jacket,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_back.jpg"
Montana Wind Jacket-L-Black,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_back.jpg"
Montana Wind Jacket-L-Green,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-green_main.jpg
Montana Wind Jacket-L-Red,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-red_main.jpg
Montana Wind Jacket-M-Black,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_back.jpg"
Montana Wind Jacket-M-Green,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-green_main.jpg
Montana Wind Jacket-M-Red,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-red_main.jpg
Montana Wind Jacket-S-Black,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_back.jpg"
Montana Wind Jacket-S-Green,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-green_main.jpg
Montana Wind Jacket-S-Red,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-red_main.jpg
Montana Wind Jacket-XL-Black,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_back.jpg"
Montana Wind Jacket-XL-Green,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-green_main.jpg
Montana Wind Jacket-XL-Red,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-red_main.jpg
Montana Wind Jacket-XS-Black,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_back.jpg"
Montana Wind Jacket-XS-Green,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-green_main.jpg
Montana Wind Jacket-XS-Red,"<p>Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile.</p> <p>Adjustable hood. <br />Split pocket. <br />Thumb holes. <br />Machine wash/hang to dry.</p>",Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-red_main.jpg
Kenobi Trail Jacket,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj04-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj04-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj04-black_back.jpg"
Kenobi Trail Jacket-L-Black,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj04-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj04-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj04-black_back.jpg"
Kenobi Trail Jacket-L-Blue,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj04-blue_main.jpg
Kenobi Trail Jacket-L-Purple,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj04-purple_main.jpg
Kenobi Trail Jacket-M-Black,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj04-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj04-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj04-black_back.jpg"
Kenobi Trail Jacket-M-Blue,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj04-blue_main.jpg
Kenobi Trail Jacket-M-Purple,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj04-purple_main.jpg
Kenobi Trail Jacket-S-Black,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj04-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj04-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj04-black_back.jpg"
Kenobi Trail Jacket-S-Blue,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj04-blue_main.jpg
Kenobi Trail Jacket-S-Purple,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj04-purple_main.jpg
Kenobi Trail Jacket-XL-Black,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj04-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj04-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj04-black_back.jpg"
Kenobi Trail Jacket-XL-Blue,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj04-blue_main.jpg
Kenobi Trail Jacket-XL-Purple,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj04-purple_main.jpg
Kenobi Trail Jacket-XS-Black,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj04-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj04-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj04-black_back.jpg"
Kenobi Trail Jacket-XS-Blue,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj04-blue_main.jpg
Kenobi Trail Jacket-XS-Purple,"<p>Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.</p> <p>&bull; Black 1/4 zip pullover with royal zipper. <br />&bull; Adjustable hood and sleeve cuffs. <br />&bull; Machine wash/air dry.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj04-purple_main.jpg
Jupiter All-Weather Trainer ,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_back.jpg"
Jupiter All-Weather Trainer -L-Blue,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_back.jpg"
Jupiter All-Weather Trainer -L-Green,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-green_main.jpg
Jupiter All-Weather Trainer -L-Purple,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-purple_main.jpg
Jupiter All-Weather Trainer -M-Blue,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_back.jpg"
Jupiter All-Weather Trainer -M-Green,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-green_main.jpg
Jupiter All-Weather Trainer -M-Purple,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-purple_main.jpg
Jupiter All-Weather Trainer -S-Blue,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_back.jpg"
Jupiter All-Weather Trainer -S-Green,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-green_main.jpg
Jupiter All-Weather Trainer -S-Purple,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-purple_main.jpg
Jupiter All-Weather Trainer -XL-Blue,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_back.jpg"
Jupiter All-Weather Trainer -XL-Green,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-green_main.jpg
Jupiter All-Weather Trainer -XL-Purple,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-purple_main.jpg
Jupiter All-Weather Trainer -XS-Blue,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_back.jpg"
Jupiter All-Weather Trainer -XS-Green,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-green_main.jpg
Jupiter All-Weather Trainer -XS-Purple,"<p>Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.</p> <p>&bull; Relaxed fit. <br />&bull; Hand pockets. <br />&bull; Machine wash/dry.<br />&bull; Reflective safety trim.</p>",Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-purple_main.jpg
Orion Two-Tone Fitted Jacket,"<p>While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.</p> <p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>",Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj07-red_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj07-red_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj07-red_back.jpg"
Orion Two-Tone Fitted Jacket-L-Black,"<p>While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.</p> <p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>",Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj07-black_main.jpg
Orion Two-Tone Fitted Jacket-L-Red,"<p>While you're getting fit, you need a fitted jacket to match. Striking color blocking patterns on hood, shoulders and arms are hallmarks of the Orion Two-Tone Fitted Jacket. They provide eye-catching contrast against the rich, torso tones of this 100% polyester, moisture-wicking essential.</p> <p>&bull; Red full zip fleece with gray insets.<br />&bull; Double-knit construction.<br />&bull; Full athletic cut.<br />&bull; Set in sleeves.<br />&bull; Front pouch pocket.</p>",Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj07-red_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj07-red_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj07-red_back.jpg"
